Car Name,Price,Mileage,Year,Transmission,Gearbox,Horsepower,Fuel Type,Location,Description
Volkswagen Golf 7 Confortline,55 000 DT,205 000 km,2018,Traction,Manuelle,6 cv,Essence,Tunis,"1ere Main, non fumeur, cahier maintenance…"
Volkswagen Golf 7,43 000 DT,174 000 km,2013,Traction,Manuelle,5 cv,Essence,Tunis,Voiture bien entretenue- pas accidentée-propre
Haval H6,77 000 DT,112 000 km,2021,Traction,Automatique,9 cv,Essence,Ben Arous,"De particulier à particulier
Tous les entretiens ont été effectués chez le concessionnaire factures à l'appui"
Mercedes-Benz CLA Progressive,78 000 DT,132 000 km,2016,Traction,Manuelle,7 cv,Essence,Gabès,"Berline, 7 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Sièges sport, Sièges chauffants"
Jeep Renegade,75 000 DT,98 000 km,2020,Traction,Automatique,8 cv,Essence,Ariana,"Jeep Renegade Entretien Maison JEEP
Première Main
Plus D’info : 29 637 094"
Seat Leon SC Référence,44 000 DT,240 000 km,2018,Traction,Manuelle,6 cv,Essence,Sidi Bouzid,"Berline, 6 cv, transmission Traction"
Mercedes-Benz Classe E AMG,95 000 DT,111 000 km,2014,Intégrale,Automatique,15 cv,Diesel,Tunis,V6 3 litre 4 Matic
BMW Série 4 Gran Coupé Luxury Line,120 000 DT,100 000 km,2018,Propulsion,Automatique,7 cv,Essence,Tunis,"Je mets en vente ma bmw serie 4 luxury line modèle 2018 état plus que propre intérieur et extérieur kilométrage 100000km
peinture entièrement d’origine jamais touché sauf le pare choc arrière a été repeint
Tout les entretiens ont été réalisés récemment ( vidange complet, courroie et 4 pneus neufs) factures a l’appuie
Historique complet chez maison bmw avec possibilité de vérification ou de faire un diagnostique d’achat"
BMW X1 Business Line,93 000 DT,120 000 km,2018,Traction,Automatique,7 cv,Essence,Tunis,"Première main
Prix négociable
État général : très bon état"
KIA Sportage 1.6L Diesel,89 000 DT,105 000 km,2018,Traction,Manuelle,6 cv,Diesel,Ben Arous,"À VENDRE Kia Sportage 1.6L Diesel
105.000km. Année : 12/2018. (Série 241)
Prix : 89 000 DT !!
 54 220 220
 92 026 133
Options :
-jantes allu
-camera de recul
-radars de stationnement
-écran tactile
-rétroviseurs électriques
-vitres électriques
-accoudoir central avant
-climatisation automatique
-kit téléphone
-ordinateur de bord
-volant cuir multifonctions
-etc
Visible à AutoPro Tunisie - km1 Pont Radès La Goulette
 54 220 220"
Peugeot 3008 1.2L,89 000 DT,70 000 km,2020,Traction,Automatique,6 cv,Essence,Ben Arous,"-boite auto
-palettes au volant
-clé intelligente
-LED avant et arrière
-camera de recul 360
-aide parking av/ar
-jantes allu
-rétroviseurs rabattables électriquement
-rétroviseurs électriques
-accoudoir central avant
-Climatisation automatique multi zone
-écran tactile
-kit téléphone main libre
-ordinateur de bord
-prise audio USB
-régulateur de vitesse
-limitateur de vitesse
-volant cuir
-détecteur de pluie
-essuie-glaces automatiques
-feux automatiques"
Seat Leon Xcellence,108 000 DT,37 000 km,2023,Traction,Automatique,7 cv,Essence,Ben Arous,"À VENDRE : SEAT LEON 1.4 TSI
Peinture d'origine
Entretien à jour
Transfert dossier Lessing
37.000km
Année:08/2023
 54 220 220

Options :
-toit panoramique ouvrant
-compteur digital
-camera de recul
-full LED
-palettes au volant
-boite auto
-frein électrique
-sellerie cuir/tissu
-grand écran
-jantes allu
-phares LED
-radars de stationnement
-rétroviseurs électriques
-vitres électriques
-accoudoir central avant
-climatisation auto
-kit téléphone
-ordinateur de bord
-volant cuir multifonctions
-etc

Visible à AutoPro Tunisie - km1 Pont Radès La Goulette
 54 220 220"
Ford Focus,36 500 DT,149 000 km,2016,Traction,Manuelle,5 cv,Essence,Ben Arous,"À VENDRE Ford Focus
Etat impeccable. Entretient à jour
Année : 2016 .
149 000 km.
prix: 36 500 Dt
tel 54 220 220
tel 92 026 133
Options :
-grand ecran
-feux à LED
-jantes allu
-rétroviseurs électriques
-vitres électriques
-accoudoir central avant
-climatisation automatique
-kit téléphone main libre
-ordinateur de bord
-prise audio USB
-etc
Visible à AutoPro Tunisie - km1 Pont Radès La Goulette
tel  54 220 220"
BMW X5 Pack M,180 000 DT,88 000 km,2017,Intégrale,Automatique,13 cv,Diesel,Ben Arous,"Voiture Première main, bien bien entretenu , avec tout historique et entretien chez Bmw"
KIA Rio 5p GT-Line,64 000 DT,62 705 km,2021,Traction,Manuelle,5 cv,Essence,Ariana,"1er main
2 pneus avant neuf"
Nissan Patrol GR,69 000 DT,336 000 km,1992,Propulsion,Manuelle,11 cv,Diesel,Bizerte,"A vendre nissan patrol y60 4 portes totalement rénover
moteur Rd28t changer récemment
Turbo TGV iveco
pneus maxxis 33/12,5/15
jantes déporté
kit suspension sandkat +7,5
Kit silent bloc renforcé
barre panhard arrière réglable ironman
siège sparco original (facture à l’appui)
feu avant et arrière en led
2 projecteur osram
par à choc style ARB
écran Android avec des baffles pioneer origine
4 vitres électriques
joint des vitres coulissante neuf d’origine
Lock AVM ultra renforcé
calandre chromé d’origine
kit embrayage neuf
disque et patin de frein changer récemment
 tout les entretiens sont fait
voiture en parfaite état tout fonctionne correctement"
Land Rover Range Rover Evoque,135 000 DT,170 000 km,2017,Traction,Automatique,8 cv,Diesel,Mahdia,"Voiture très propre comme neuve , entretien chaque 7000km , première main , dernière immatriculation"
Mahindra KUV 100 K8,33 500 DT,74 000 km,2019,Traction,Manuelle,5 cv,Essence,Ben Arous,"À VENDRE Mahindra KUV 100 K8 , 1ère main, serie 213 !!
Etat neuf. Entretiens à jour. 10/ 2019.
74 000km.
 Prix : 33 500 DT !!
 54 220 220
 92 026 133
Options:
-jantes allu
-LED
-écran
-radar de stationnement
-rétroviseurs électriques
-vitres électriques
-accoudoir central avant
-climatisation automatique
-bluetooth
-ordinateur de bord
-volant cuir avec commandes
-etc
Visible à AutoPro Tunisie"
Jeep Wrangler 4.0L,72 000 DT,200 000 km,1989,Traction,Manuelle,8 cv,Essence,Ben Arous,"-jantes allu
-accoudoir central avant
-climatisation
-etc"
Audi Q5 2.0L,47 000 DT,255 000 km,2009,Traction,Automatique,13 cv,Essence,Ben Arous,"-boite auto
-jantes allu
-cuir
-barres de toit
-rétroviseurs électriques
-vitres électriques
-écran
-accoudoir central avant
-climatisation
-kit téléphone main libre
-ordinateur de bord
-prise audio USB
-volant cuir multifonctions
-etc
TEL 92 026 133"
Citroën Berlingo Utilitaire 1.6L,58 500 DT,31 000 km,2023,Traction,Manuelle,5 cv,Diesel,Ben Arous,"À VENDRE CITROËN BERLINGO UTILITAIRE 1.6 Diesel 1ere main !
Etat impeccable
 31.000 km
 Année: 12/2022.
 Prix : 58 500 DT !!
54 220 220
 92 026 133
Option:
-rétroviseurs électriques
-vitres électriques
-climatisation
-ordinateur de bord
-verrouillage centralisé
-etc
Visible à AutoPro Tunisie - km1 Pont Radès La Goulette
54 220 220"
Mercedes-Benz Classe C Avantgarde,55 500 DT,235 000 km,2013,Traction,Manuelle,9 cv,Essence,Ben Arous,"À VENDRE MERCEDES CLASSE C 180
Etat iImpeccable. Entretien à jour. 1ère main
Année 2013. 235 000km.
 Prix : 59 000 DT !
 54 220 220
 92 026 133

Options :
-jantes allu
-ecran
-radar de recul
-rétroviseurs électriques
-vitres électriques
-accoudoir central avant
-climatisation
-kit téléphone main libre
-ordinateur de bord
-volant cuir multifonctions
-etc
Visible à AutoPro Tunisie - km1 Pont Radès La Goulette top
54 220 220"
BMW Série 1,119 000 DT,79 000 km,2021,Traction,Automatique,6 cv,Essence,Ariana,Protection céramique / aucune rayure / état neuf / entretenue chez Ben Jemma Motors BMW
Volkswagen T-roc,85 000 DT,75 000 km,2019,Traction,Manuelle,6 cv,Essence,Médenine,voiture importé de france toute option
Volkswagen Golf 7 R-Line,80 500 DT,133 041 km,2019,Traction,Manuelle,6 cv,Essence,Sousse,Belle Golf 7 R-Line
Hyundai Kona,131 500 DT,13 050 km,2023,Traction,Automatique,5 cv,Hybride,Sousse,Belle hyundai kona hybride
BMW iX1,134 000 DT,106 000 km,2020,Traction,Automatique,6 cv,Hybride,Kairouan,"SUV/4x4, 6 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Android Auto, Bluetooth, Navigation, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Mercedes-Benz Classe C,67 500 DT,171 000 km,2013,Propulsion,Automatique,9 cv,Essence,Tunis,"Berline, 9 cv, transmission Propulsion, Accoudoir avant, Accoudoir arrière, Bluetooth, Sièges chauffants, Sièges électriques"
Citroën C4 Seduction,35 000 DT,144 000 km,2011,Traction,Manuelle,6 cv,Essence,Sfax,"Belle C4, premier main en Bonne état."
Audi Q7 S-Line 7 places,65 000 DT,250 000 km,2007,Intégrale,Automatique,16 cv,Diesel,Tunis,"SUV/4x4, 16 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Android Auto, Bluetooth, Boîte à gants réfrigérée, Chargeur CD, Connectivité Aux, usb, iPod, Sièges sport, Sièges chauffants, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Fiat 500,45 000 DT,150 000 km,2020,Traction,Automatique,5 cv,Essence,Sousse,"À vendre : Fiat 500 – Couleur vert d'eau – Année 2020

Nous mettons en vente une magnifique Fiat 500 de couleur vert d'eau. Ce véhicule, appartenant à une femme, est une première main et a été très bien entretenu. Voici les caractéristiques principales :

Année : 2020
Kilométrage : 150 000 km
Énergie : Essence
Boîte de vitesses : Automatique
Puissance fiscale : 5 CV
Transmission : Traction
Carrosserie : Coupé
Intérieur : Cuir de qualité
Jantes : Aluminium
Écran : Tactile Android
Vitre électrique : Oui
Nombre de portes : 3
Carnet d'entretien : À jour
Équipements récents :

Pneus neufs
Embrayage neuf, changé récemment
Freins neufs
Toutes les vidanges ont été faites chez FIAT
Coup de cœur garanti !

Prix : 45 000 TND

Pour plus d'informations ou pour planifier une visite, n'hésitez pas à me contacter. Ne manquez pas cette occasion de conduire une Fiat 500 bien entretenue et pleine de charme !"
KIA Rio 5p,54 000 DT,122 000 km,2020,Traction,Manuelle,5 cv,Essence,Tunis,Premiere main … 0 problèmes
Suzuki Celerio,31 000 DT,68 000 km,2019,Intégrale,Manuelle,4 cv,Essence,Ariana,A vendre suzuki Celerio Populaire en bonne état
Hyundai Tucson N Line,117 000 DT,115 000 km,2021,Traction,Automatique,7 cv,Hybride,Ben Arous,"À VENDRE hyundai tecson N Line 1.6 diesel hybride Importé
Etat impeccable.
-Année: 10/2020
-115 000 km
-Peinture d'origine (série 246)
 Prix : 117 000 DT
 54 220 220
 92 026 133
-toit ouvrant
-compteur digital
-camera
-jantes allu
-écran
-radar de stationnement
-park assist
-siege électrique
-cuir
-rétroviseurs électriques
-vitres électriques
-accoudoir central avant
-climatisation automatique
-kit téléphone
-ordinateur de bord
-volant cuir multifonctions
Caméra 360
GPS
Siège N Line
TOUTES OPTIONS"
BMW X2 S drive,132 000 DT,74 000 km,2020,Traction,Automatique,8 cv,Essence,Ben Arous,"-jantes allu
-toit ouvrant panoramique
-phare au xénon
-full LED
-boite automatique
-démarrage sans clé
-grand écran
-boite auto
-intérieur cuir
-camera de recul
-radar de stationnement
-rétroviseurs électriques
-vitres électriques
-accoudoir central avant
-climatisation automatique
-kit téléphone
-ordinateur de bord
-volant cuir multifonctions
-etc"
Nissan Juke,39 500 DT,160 000 km,2015,Traction,Automatique,7 cv,Essence,Ben Arous,"-boite auto
-jantes allu
-écran climatisation automatique
-radars de stationnement
-rétroviseurs électriques
-vitres électriques
-accoudoir central avant
-kit téléphone
-bluetooth
-ordinateur de bord
-volant cuir multifonctions
-etc
TEL 92 026 133"
Volkswagen Golf 7 Lounge,55 000 DT,183 000 km,2015,Traction,Automatique,5 cv,Essence,Sousse,"Volkswagen Golf 7 1.2 TSI BlueMotion DSG – 5 cv / 105 ch – Année 2015 – Edition Lounge – Voiture de Société

* Voiture de Direction
* Boîte de vitesses : Automatique DSG (7 rapports)
* Pneus changés : 2 Avant moins d’un Mois – 2 Arrière moins d’un An
* Batterie remplacée : Moins de 6 mois
* Voiture non-fumeur et entretenue régulièrement
* Edition Lounge avec pack R-Line
* Follow me home
* Aide au démarrage en côte
* 8 Haut-parleurs
* Lecteur carte SD
* Clim auto. bizone
* Porte-gobelets avant et arrière
* Rétroviseur intérieur Anti-éblouissement
* Rangement sous siège conducteur et passager
* Jantes alliage 17"" + Pneus 225/45R17
* Système Antipatinage EBD + ESP
* 7 Airbag

Cette Golf 7 combine confort et sportivité grâce à l’édition Lounge et au pack R-Line. Idéale pour une utilisation quotidienne en ville ou pour de longs trajets, elle offre une faible consommation et une conduite agréable. Véhicule soigneusement entretenu, mécanique impeccable et prêt à rouler sans dépenses !"
Suzuki Swift,Sous leasing                    48 000 DT,100 000 km,2022,Intégrale,Manuelle,5 cv,Essence,Sousse,Première main. Impeccable
MG ZS,68 000 DT,61 000 km,2021,Traction,Automatique,7 cv,Essence,Tunis,"SUV/4x4, 7 cv, transmission Traction, Accoudoir avant, Autoradio, Apple Carplay, Bluetooth, 3 appuis têtes arrières"
Mazda 2,34 000 DT,197 000 km,2016,Traction,Automatique,6 cv,Essence,Ben Arous,"Mazda 2 Année 2016, Boite Auto, Première main, en Bonne état"
Haval H6 Luxury,70 000 DT,119 000 km,2020,Propulsion,Automatique,9 cv,Essence,Sousse,"SUV/4x4, 9 cv, transmission Propulsion, Accoudoir avant, Accoudoir arrière"
Mercedes-Benz Classe A,59 500 DT,75 000 km,2012,Traction,Automatique,6 cv,Essence,Tunis,Mercedes première main faible kilométrage importée très bien entretenue
Fiat Doblo,30 000 DT,290 000 km,2020,Traction,Manuelle,5 cv,Diesel,Tunis,Voiture très propre et première main
Ford Ecosport,60 000 DT,112 000 km,2018,Intégrale,Manuelle,7 cv,Essence,Ben Arous,"VEHICULE TRES PROPRE, ECONOMIQUE ET QUI A UNE TRES BELLE TENUE DE ROUTE."
Chery Tiggo 2 Confort,41 000 DT,75 000 km,2020,Traction,Manuelle,6 cv,Essence,Ariana,"Prix : 41.000
Possibilité D'échange
 CHERRY TIGGO 2
Modele : 2020
Kilométrage : 75 000 km
Puissance fiscale : 6 cv
Energie : Essence
Climatronic
Camera
Xénon / LED
1ère main
Avec carnet d'entretien
Jantes en alliage
Sièges en cuir
Volant multifonction
------------------------------------
Expert AUTO
 24 194 040"
Fiat 500X,65 000 DT,69 500 km,2019,Intégrale,Automatique,7 cv,Essence,Tunis,"SUV/4x4, 7 cv, transmission Intégrale, Accoudoir avant, Autoradio, Bluetooth, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Jaguar XE,140 000 DT,120 000 km,2017,Intégrale,Automatique,9 cv,Diesel,Tunis,"Berline, 9 cv, transmission Intégrale, Autoradio, Bluetooth, Connectivité Aux, usb, iPod, Navigation, Sièges sport, Sièges chauffants, Sièges électriques, Vitres teintées, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Mercedes-Benz Classe C AMG,135 000 DT,131 000 km,2017,Traction,Automatique,8 cv,Essence,Tunis,"""180""
18/09/2017
:: 8
́: 135.000:

/
//"
Suzuki Swift GL,50 000 DT,19 379 km,2019,Traction,Manuelle,5 cv,Essence,Nabeul,"Voiture en excellent état, bien entretenue, idéale pour la ville et les longs trajets. Consommation économique, maniabilité exceptionnelle et design compact."
Mazda 3,49 500 DT,124 000 km,2017,Traction,Manuelle,6 cv,Essence,Ben Arous,"Options :
-toit ouvrant
-jantes allu
-régulateur de vitesse
-LED
-rétroviseurs rabattables
-démarrage sans clé
-grand écran
-camera de recul
-rétroviseurs électriques
-vitres électriques
-accoudoir central avant
-climatisation automatique
-kit téléphone
-bluetooth
-ordinateur de bord
-volant cuir multifonctions
-etc"
Citroën C3 Live,34 500 DT,119 000 km,2019,Traction,Manuelle,4 cv,Essence,Ben Arous,"Coupé, 4 cv, transmission Traction"
Renault Clio 1.0L,38 500 DT,135 000 km,2021,Traction,Manuelle,5 cv,Essence,Ben Arous,"À VENDRE Clio 4
Année : 11/ 2021. Etat impeccable.
- 135 000km.
Prix : 38 500 DT !
 54 220 220
 92 026 133
Options :
-vitres électriques
-climatiseur
-kit téléphone
-bluetooth
-ordinateur de bord
-volant cuir multifonctions
-etc
Visible à AutoPro Tunisie - km1 Pont Radès La Goulette
 54 220 220"
Land Rover Discovery Sport HSE,140 000 DT,120 000 km,2017,Traction,Automatique,8 cv,Diesel,Tunis,"SUV/4x4, 8 cv, transmission Traction, Accoudoir arrière, Affichage tête haute, Autoradio, Bluetooth, Connectivité Aux, usb, iPod, Navigation, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, 3 appuis têtes arrières"
Mercedes-Benz Classe E,62 000 DT,219 180 km,2010,Propulsion,Automatique,11 cv,Essence,Sousse,"Cabriolet, 11 cv, transmission Propulsion, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, Volant réglable hauteur/profondeur"
Hyundai Veloster Toit Ouvrant Panoramique,45 000 DT,80 000 km,2012,Traction,Automatique,8 cv,Essence,Tunis,Importé de Dubai
Fiat 500,42 000 DT,111 000 km,2018,Traction,Automatique,4 cv,Essence,Nabeul,"À vendre : Fiat 500 de 2018, 2eme main, en excellent état !
Prix : 42 000 (légèrement négociable pour les sérieux)
Kilométrage : 111 000 km
Boîte de vitesses : Automatique
Entretien : Tous les suivis chez la maison Fiat , avec carnet d'entretien à jour et les factures .
Téléphone : 90 333 107"
Hyundai i20,62 000 DT,75 000 km,2023,Traction,Manuelle,5 cv,Essence,Monastir,"Première main
Véhicule importer de la France"
Seat Ibiza,49 000 DT,59 000 km,2022,Traction,Manuelle,4 cv,Essence,Tunis,"Citadine, 4 cv, transmission Traction, Autoradio, Bluetooth, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Renault Kadjar,62 000 DT,95 000 km,2018,Intégrale,Automatique,7 cv,Essence,Gafsa,"SUV/4x4, 7 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Apple Carplay, Android Auto, Bluetooth, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Mercedes-Benz CLA AMG Edition 1,76 000 DT,174 000 km,2013,Traction,Automatique,7 cv,Essence,Ariana,"Kit Amg
Black édition
Bien entretenue
4 pneus neufs"
Porsche Cayenne,125 000 DT,176 000 km,2011,Propulsion,Automatique,15 cv,Diesel,Ariana,"Bien entretenue
4pneus neufs"
Peugeot Landtrek Simple Cabine Benne tôle pliée,Sous leasing                    83 300 DT,25 000 km,2024,Traction,Manuelle,6 cv,Diesel,Sfax,Neuf
BMW Série 5 Pack M,78 000 DT,225 000 km,2011,Traction,Automatique,10 cv,Diesel,Ben Arous,"Berline, 10 cv, transmission Traction"
Ssangyong Tivoli Classy Secure,65 800 DT,50 000 km,2021,Propulsion,Manuelle,6 cv,Essence,Ben Arous,"Sangyoug tivoli version full option CLASSY SECURE , 3/ 2021, 6cv essence, 50000 km, boîte 6 manuelle. 3/2021 , 1 er main
FULL options : caméra et raddar de recul, système de maintien de voie, régulateur vitesse, Freinage automatique anti-collision, Alerte Risque Colision, ...
Entretien maison mère avec facture et historique
Jamais touché ni méca ni tôlier"
BMW Série 5,185 000 DT,82 000 km,2018,Propulsion,Automatique,11 cv,Diesel,Ariana,"Premiere main importée de l allemagne
etat intact
Entretient chez BMW Tunis
520 D performance M avec trois modes de conduite ( eco/ comfort/ M sport )
Derniere serie ( dedouaniée)
prix legerement negoçiable"
KIA Rio Berline,52 000 DT,90 500 km,2020,Traction,Manuelle,6 cv,Essence,Sfax,2eme main avec carnet d'entretien maison kia
Haval H6 Luxury,102 000 DT,70 000 km,2022,Traction,Automatique,8 cv,Essence,Bizerte,"SUV/4x4, 8 cv, transmission Traction"
Suzuki SJ Samurai,25 000 DT,223 000 km,1986,Traction,Manuelle,6 cv,Essence,Gabès,"un véritable bijou pour les amateurs d'aventure !
Cette magnifique Suzuki SJ413, parfaitement entretenue et récemment réparée. Avec une carrosserie en excellent état, une puissance de 6 chevaux, et un moteur fiable R19, elle est prête à conquérir tous les terrains.
Ce 4x4 décapotable est idéal pour les escapades en pleine nature ou simplement pour rouler avec style."
KIA Rio Berline SX,29 800 DT,218 000 km,2012,Traction,Manuelle,5 cv,Essence,Bizerte,"Dispo a bizerte
Tel: 53448953"
Suzuki Dzire,53 000 DT,3 500 km,2023,Traction,Manuelle,5 cv,Essence,Nabeul,"Berline, 5 cv, transmission Traction, Autoradio, Android Auto, Bluetooth, Connectivité Aux, usb, iPod, Volant multi-fonctions"
Volkswagen Polo,32 500 DT,215 000 km,2015,Traction,Manuelle,4 cv,Essence,Nabeul,"A vendre Une Volkswagen "" Polo 7 "" 4cv essence modèle fin 2015"
KIA Sportage GT-Line,102 000 DT,135 000 km,2020,Intégrale,Automatique,11 cv,Essence,Ariana,"SUV/4x4, 11 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Apple Carplay, Android Auto, Bluetooth, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Palettes au volant, Sièges sport, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Audi Q7,58 000 DT,232 000 km,2006,Traction,Automatique,16 cv,Diesel,Médenine,"SUV/4x4, 16 cv, transmission Traction"
MG GS Luxe,58 000 DT,196 000 km,2018,Traction,Automatique,9 cv,Essence,Tunis,Première main.
Volkswagen Golf 6,37 000 DT,370 000 km,2010,Traction,Manuelle,5 cv,Diesel,Tunis,"Voiture en très bon état, importée en 2014 (première main).
Entretien régulier et méticuleux effectué.( huile moteur CASTROL - 5w30 EDGE)
Entretien complet effectué au mois d'août : remplacement de la chaîne de distribution, de la pompe à eau, des amortisseurs, des deux pneus avant, ainsi que des plaquettes et disques de frein. Factures disponibles à l'appui"
Chery Arrizo 3,42 000 DT,86 000 km,2022,Traction,Manuelle,6 cv,Essence,Médenine,Chery Arrizo 3 Toutes options en bonne état
Hyundai Accent 5p,78 500 DT,56 000 km,2022,Traction,Automatique,6 cv,Essence,Ariana,"voiture très bien entretenue chez concessionnaire Hyundai, presque neuve 56000 klm .
visite sur rdv ."
Mercedes-Benz GLC Coupé AMG,380 000 DT,6 000 km,2024,Intégrale,Automatique,11 cv,Essence,Ariana,A vendre GLC 200 Coupé presque neuve
MG ZS,55 000 DT,119 000 km,2020,Traction,Manuelle,7 cv,Essence,Sousse,"SUV/4x4, 7 cv, transmission Traction"
Hyundai Santa Fe High Grade,199 000 DT,64 000 km,2022,Intégrale,Automatique,12 cv,Diesel,Sfax,"SUV/4x4, 12 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges chauffants, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Peugeot 208,49 500 DT,28 500 km,2021,Traction,Manuelle,5 cv,Essence,Sfax,"Première main
Kilométrage certifié"
Peugeot 2008 Active PM + Toit,40 000 DT,93 000 km,2016,Intégrale,Manuelle,5 cv,Essence,Sfax,"Voiture de femme en parfait état, prix ferme"
Mercedes-Benz Classe C coupé,73 000 DT,168 000 km,2012,Propulsion,Automatique,9 cv,Essence,Monastir,"Coupé, 9 cv, transmission Propulsion, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges massants, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, Volant réglable hauteur/profondeur"
Mercedes-Benz Classe X Progressive,197 000 DT,102 000 km,2019,Intégrale,Automatique,10 cv,Diesel,Sidi Bouzid,"Pick up, 10 cv, transmission Intégrale"
Volkswagen Golf 6 Trendline,39 800 DT,185 000 km,2011,Intégrale,Automatique,5 cv,Essence,La Manouba,"1ère main, Curieux s'abstenir,  entretien et suivi chez spécialiste volkswagen"
Jeep Renegade Limited,79 000 DT,63 000 km,2021,Traction,Automatique,8 cv,Essence,Monastir,"SUV/4x4, 8 cv, transmission Traction"
Mercedes-Benz CLA,185 000 DT,82 000 km,2021,Traction,Automatique,9 cv,Diesel,Sousse,Importé de Suède
Mercedes-Benz GLC Coupé AMG,297 000 DT,36 000 km,2022,Intégrale,Automatique,11 cv,Hybride,Tunis,"Full options pack AMG
Hybrid diesel rechargeable"
Fiat Doblo Van Club,48 000 DT,100 000 km,2010,Traction,Manuelle,6 cv,Diesel,Mahdia,"Karahba Mashallah ndifa 3alle5r km 100000
Taslou bia whatsapp +39 3713723798"
Volkswagen Golf 7 GTI,75 000 DT,112 000 km,2021,Traction,Automatique,6 cv,Essence,Tunis,"Compacte, 6 cv, transmission Traction"
Hyundai Tucson Top Grade,140 000 DT,65 000 km,2023,Intégrale,Automatique,10 cv,Essence,Nabeul,"SUV/4x4, 10 cv, transmission Intégrale"
Citroën C4 Dynamique,27 000 DT,189 000 km,2012,Intégrale,Manuelle,6 cv,Essence,Ariana,c4 disponible à tunis  ou ariana en bonne état - 188000km
Mitsubishi Attrage,43 000 DT,32 000 km,2023,Traction,Manuelle,4 cv,Essence,Ariana,première main mois de 2 ans éligible crédit bancaire crédit leasing ou zitouna
Skoda Scala,65 000 DT,95 000 km,2020,Traction,Automatique,6 cv,Essence,Sidi Bouzid,"1ère main
25/12/2020  ,
06 CV Essence , 1.6L   4 cylindres
Boite automatique 6 rapports
 90.000 KM

Salon cuir rouge bordeaux
Climatronique bizone
Radars de recul
Écran tactile 8,25"" pouces
Rétroviseurs électriques et rabattables
Bouton start&stop
Régulateur de vitesse
Feux LED à allumage automatique
Antibrouillards
4 Vitres électriques
Bluetooth Téléphone et média
Accoudoir avant
Jantes aluminium 16 pouces bicolore
Volant et siège réglablent
Coffre a grand volume 467 litres
Voiture en excellente état .
TEL :"
Citroën Nemo,22 000 DT,245 000 km,2016,Traction,Manuelle,5 cv,Diesel,Monastir,"2016 Citroën Nemo
22 000 DT Négociable
09/2016 TU191
1.3L diesel
5 CV
245 000 KM
Échange possible
Disponible à Jemmel Monastir
Contactez : 29 337 188"
Toyota Agya,43 500 DT,48 500 km,2022,Traction,Automatique,5 cv,Essence,Tunis,"Première main, très bien entretenu chez le concessionnaire."
Toyota Agya,40 000 DT,60 000 km,2021,Traction,Manuelle,5 cv,Essence,Sousse,"Compacte, 5 cv, transmission Traction"
Mazda 6,33 000 DT,256 000 km,2013,Traction,Automatique,9 cv,Essence,Ben Arous,Première main
