Price,Mileage,Year,Transmission,Gearbox,Horsepower,Fuel Type,Location,Brand,Model,Exterior Color,Interior Color,Upholstery,Seats,Doors,Energy,Gearbox Type,Fiscal Power,Transmission Type,Engine Displacement
262 718DT,11 000km,02.2024,Propulsion,Automatique,9cv,Hybride essence,Tunis,Mercedes-Benz,Classe C,Autre,Noir,Cuir intégral,5,4,Hybride essence,Automatique,9cv,Propulsion,1999cm³
81 709DT,121 000km,01.2015,Traction,Automatique,6cv,Essence,Ben Arous,Nissan,Qashqai,Rouge,N/A,N/A,N/A,N/A,Essence,Automatique,6cv,Traction,N/A
161 863DT,24 500km,04.2022,Propulsion,Automatique,9cv,Electrique,Monastir,Audi,Q4 E-tron,Blanc,Noir,Tissu,5,5,Electrique,Automatique,9cv,Propulsion,cm³
73 416DT,90 000km,12.2015,Traction,Manuelle,5cv,Essence,Tunis,Mini,5 portes,Bleu,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1198cm³
115 179DT,92 500km,12.2019,Intégrale,Automatique,7cv,Essence,Tunis,BMW,Série 4 Gran Coupé,Noir,Beige,Cuir intégral,5,5,Essence,Automatique,7cv,Intégrale,cm³
132 699DT,115 000km,12.2016,Traction,Automatique,8cv,Diesel,Tunis,Land Rover,Range Rover Evoque,Gris Shark,Beige,Cuir intégral,5,4,Diesel,Automatique,8cv,Traction,2000cm³
87 727DT,79 800km,06.2021,Traction,Automatique,9cv,Essence,Ben Arous,Chery,Tiggo 4,Blanc,Noir,Cuir intégral,5,4,Essence,Automatique,9cv,Traction,cm³
81 895DT,190 000km,09.2009,Intégrale,Automatique,11cv,Diesel,Tunis,Land Rover,Freelander,Noir,Beige,Cuir intégral,5,5,Diesel,Automatique,11cv,Intégrale,2505cm³
76 488DT,81 751km,12.2020,Traction,Manuelle,6cv,Essence,Ariana,Ssangyong,Tivoli,Blanc,Gris,Tissu,5,4,Essence,Manuelle,6cv,Traction,1200cm³
232 516DT,16 000km,07.2023,Intégrale,Automatique,9cv,Hybride rechargeable essence,Ariana,Mercedes-Benz,CLA,Blanc,Noir,Cuir intégral,5,4,Hybride rechargeable essence,Automatique,9cv,Intégrale,1400cm³
133 238DT,56 300km,09.2021,Traction,Automatique,7cv,Essence,Bizerte,BMW,Série 1,Noir,Noir,Tissu,5,5,Essence,Automatique,7cv,Traction,cm³
306 498DT,86 000km,06.2022,Intégrale,Automatique,23cv,Essence,Tunis,Audi,A7 Sportback,Noir,Noir,Velours,5,5,Essence,Automatique,23cv,Intégrale,2995cm³
120 052DT,48 000km,07.2018,Traction,Automatique,8cv,Essence,Ariana,Audi,A4,Bleu,Gris,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,1395cm³
164 552DT,194 000km,11.2011,Intégrale,Automatique,15cv,Diesel,Sfax,Porsche,Cayenne,Noir,Noir,Cuir partiel,5,5,Diesel,Automatique,15cv,Intégrale,2999cm³
77 571DT,130 000km,03.2016,Traction,Automatique,6cv,Essence,Gabès,Mercedes-Benz,Classe A,Blanc,Noir,Cuir partiel,5,5,Essence,Automatique,6cv,Traction,cm³
100 805DT,170 000km,01.2016,Traction,Automatique,8cv,Essence,Tunis,Mercedes-Benz,Classe C,Noir,Beige,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,1599cm³
60 493DT,105 000km,06.2021,Traction,Manuelle,4cv,Essence,Ben Arous,Toyota,Yaris,Gris argent,Noir,Tissu,5,4,Essence,Manuelle,4cv,Traction,999cm³
375 868DT,26 997km,07.2023,Intégrale,Automatique,12cv,Hybride essence,Sfax,Mercedes-Benz,GLC Coupé,Gris argent,Noir,Cuir intégral,5,4,Hybride essence,Automatique,12cv,Intégrale,1999cm³
318 344DT,128 000km,08.2018,Intégrale,Automatique,20cv,Hybride rechargeable essence,Tunis,Porsche,Cayenne,Noir,Marron,Cuir intégral,5,4,Hybride rechargeable essence,Automatique,20cv,Intégrale,2999cm³
81 021DT,336 000km,11.1992,Propulsion,Manuelle,11cv,Diesel,Bizerte,Nissan,Patrol,Noir,Noir,Cuir partiel,7,5,Diesel,Manuelle,11cv,Propulsion,2798cm³
65 450DT,300 000km,04.2013,Traction,Manuelle,5cv,Diesel,Tunis,Volkswagen,Passat,Gris Shark,Noir,Tissu,5,5,Diesel,Manuelle,5cv,Traction,1600cm³
381 355DT,1 000km,05.2024,Propulsion,Automatique,11cv,Essence,Tunis,Mercedes-Benz,GLC Coupé,Gris anthracite,Noir,Cuir partiel,5,4,Essence,Automatique,11cv,Propulsion,1989cm³
393 441DT,10 776km,10.2023,Traction,Automatique,11cv,Essence,Ariana,Mercedes-Benz,Classe E,Noir,Noir,Alcantara,5,4,Essence,Automatique,11cv,Traction,2000cm³
85 417DT,107 000km,09.2016,Traction,Automatique,7cv,Essence,Ariana,BMW,X1,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,7cv,Traction,1499cm³
138 826DT,61 000km,11.2020,Traction,Automatique,8cv,Essence,Ben Arous,BMW,Série 2 Gran Coupé,Noir,Marron,Similicuir,5,4,Essence,Automatique,8cv,Traction,1498cm³
178 884DT,20 742km,11.2023,Traction,Manuelle,11cv,Diesel,Ariana,Mitsubishi,Pajero,Gris argent,Gris,Tissu,7,4,Diesel,Manuelle,11cv,Traction,2800cm³
248 402DT,350 000km,05.2019,Intégrale,Automatique,11cv,Diesel,Nabeul,Toyota,Land Cruiser,Blanc,Noir,Tissu,7,5,Diesel,Automatique,11cv,Intégrale,3000cm³
50 040DT,198 000km,01.2017,Traction,Manuelle,6cv,Essence,Ben Arous,MG,GT,Gris argent,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1498cm³
70 121DT,62 000km,02.2022,Traction,Manuelle,4cv,Essence,Ariana,Volkswagen,Polo,Blanc,Noir,Tissu,5,5,Essence,Manuelle,4cv,Traction,1000cm³
392 449DT,13 000km,09.2024,Intégrale,Automatique,11cv,Essence,La Manouba,Mercedes-Benz,GLC Coupé,Noir,Rouge,Cuir intégral,5,5,Essence,Automatique,11cv,Intégrale,1999cm³
85 238DT,90 000km,07.2019,Traction,Manuelle,7cv,Essence,Ariana,Peugeot,3008,Bleu,Noir,Tissu,5,5,Essence,Manuelle,7cv,Traction,1199cm³
245 274DT,52 000km,12.2019,Intégrale,Automatique,12cv,Essence,Sfax,Mercedes-Benz,GLC Coupé,Noir,Noir,Cuir intégral,5,4,Essence,Automatique,12cv,Intégrale,1999cm³
97 572DT,100 000km,04.2021,Traction,Manuelle,6cv,Essence,Tunis,Volkswagen,Golf 8,Blanc,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,999cm³
84 554DT,120 000km,05.2015,Intégrale,Automatique,10cv,Essence,Ariana,Volkswagen,CC,Noir,Beige,Cuir intégral,5,4,Essence,Automatique,10cv,Intégrale,1800cm³
58 820DT,99 000km,12.2019,Traction,Manuelle,6cv,Essence,Tunis,Great Wall,M4,Blanc,Noir,Similicuir,5,5,Essence,Manuelle,6cv,Traction,1497cm³
65 189DT,155 000km,09.2018,Traction,Automatique,7cv,Essence,Ben Arous,Ford,Focus,Noir,Noir,Tissu,5,5,Essence,Automatique,7cv,Traction,1000cm³
89 505DT,220 000km,05.2016,Traction,Manuelle,7cv,Diesel,Kairouan,Volkswagen,Amarok,Noir,Noir,Cuir intégral,7,5,Diesel,Manuelle,7cv,Traction,1968cm³
95 717DT,10 000km,08.2022,Traction,Automatique,6cv,Essence,Tunis,Toyota,Corolla,Gris argent,Gris,Tissu,5,4,Essence,Automatique,6cv,Traction,1200cm³
84 611DT,36 000km,08.2020,Traction,Manuelle,9cv,Diesel,Monastir,Foton,AUMARK TX 3511,Blanc,Gris,Tissu,2,2,Diesel,Manuelle,9cv,Traction,2880cm³
58 713DT,149 000km,08.2019,Traction,Manuelle,5cv,Essence,Gabès,KIA,Rio 5p,Gris Shark,Gris,Tissu,4,5,Essence,Manuelle,5cv,Traction,cm³
66 207DT,330 000km,06.2002,Traction,Manuelle,11cv,Diesel,Tunis,Toyota,Prado,Bleu,Marron,Similicuir,7,4,Diesel,Manuelle,11cv,Traction,2998cm³
138 231DT,110 000km,06.2017,Traction,Automatique,7cv,Essence,Tunis,BMW,Série 4 Gran Coupé,Blanc,N/A,N/A,N/A,N/A,Essence,Automatique,7cv,Traction,N/A
88 375DT,51 000km,01.2021,Traction,Manuelle,6cv,Essence,Sfax,Seat,Leon,Blanc,Noir,Similicuir,5,5,Essence,Manuelle,6cv,Traction,999cm³
101 302DT,189 199km,08.2013,Traction,Automatique,7cv,Diesel,Ariana,Mercedes-Benz,Classe E,Gris anthracite,Noir,Cuir partiel,5,4,Diesel,Automatique,7cv,Traction,2100cm³
56 107DT,100 000km,09.2019,Traction,Manuelle,6cv,Essence,Tunis,Chery,Tiggo 2,Blanc,Noir,Similicuir,5,4,Essence,Manuelle,6cv,Traction,1497cm³
87 775DT,41 594km,01.2020,Traction,Manuelle,7cv,Essence,Nabeul,Renault,Megane,Noir,Noir,Similicuir,5,6,Essence,Manuelle,7cv,Traction,1197cm³
104 276DT,105 000km,12.2018,Traction,Manuelle,6cv,Diesel,Ben Arous,KIA,Sportage,Noir,Noir,Tissu,5,5,Diesel,Manuelle,6cv,Traction,1600cm³
79 008DT,238 000km,09.2015,Propulsion,Automatique,7cv,Essence,Tunis,BMW,Série 3,Noir,Marron,Cuir intégral,5,5,Essence,Automatique,7cv,Propulsion,cm³
91 757DT,170 000km,05.2014,Traction,Automatique,7cv,Essence,Tunis,BMW,Série 3,Blanc,Marron,Similicuir,5,4,Essence,Automatique,7cv,Traction,1598cm³
53 395DT,183 000km,11.2016,Propulsion,Manuelle,4cv,Essence,Ben Arous,Fiat,500,Blanc,Beige,Cuir partiel,5,3,Essence,Manuelle,4cv,Propulsion,1200cm³
79 081DT,127 000km,12.2012,Traction,Manuelle,9cv,Essence,Ariana,Mercedes-Benz,Classe C,Bleu,Noir,Tissu,5,4,Essence,Manuelle,9cv,Traction,1796cm³
61 274DT,148 000km,10.2020,Traction,Manuelle,5cv,Diesel,Nabeul,Peugeot,Partner,Blanc,Noir,Tissu,2,2,Diesel,Manuelle,5cv,Traction,1499cm³
37 917DT,150 000km,12.2014,Traction,Manuelle,7cv,Essence,Tunis,Fiat,Linea,Noir,Gris,Tissu,5,4,Essence,Manuelle,7cv,Traction,1368cm³
68 008DT,68 000km,10.2021,Traction,Manuelle,5cv,Essence,Nabeul,Fiat,Tipo 5 portes,Gris Shark,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1398cm³
170 563DT,2 395km,05.2023,Traction,Automatique,7cv,Essence,Sfax,Volkswagen,Golf 8,Blanc,Gris,Tissu,5,4,Essence,Automatique,7cv,Traction,1499cm³
33 089DT,190 000km,08.2008,Traction,Manuelle,7cv,Essence,Ariana,Citroën,C4 Coupé,Noir,Noir,Similicuir,5,2,Essence,Manuelle,7cv,Traction,1587cm³
156 263DT,120 000km,12.2017,Intégrale,Automatique,9cv,Diesel,Tunis,Jaguar,XE,Gris anthracite,Autre,Cuir intégral,5,5,Diesel,Automatique,9cv,Intégrale,1999cm³
178 812DT,44 000km,01.2020,Propulsion,Automatique,8cv,Essence,Tunis,Mercedes-Benz,Classe C,Gris Shark,Noir,Cuir intégral,5,4,Essence,Automatique,8cv,Propulsion,1595cm³
50 154DT,183 000km,11.2014,Traction,Manuelle,7cv,Essence,Tunis,Volkswagen,Jetta,Noir,Noir,Tissu,5,4,Essence,Manuelle,7cv,Traction,cm³
309 569DT,8 000km,10.2022,Traction,Automatique,9cv,Essence,Tunis,Mercedes-Benz,Classe E,Noir,Marron,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1599cm³
170 379DT,80 000km,08.2016,Propulsion,Automatique,9cv,Diesel,Tunis,Mercedes-Benz,GLC,Noir,Marron,Cuir intégral,5,5,Diesel,Automatique,9cv,Propulsion,2143cm³
115 472DT,75 000km,05.2016,Traction,Automatique,13cv,Essence,Ariana,Volkswagen,Golf 7,Bleu,Rouge,Similicuir,5,5,Essence,Automatique,13cv,Traction,1984cm³
83 412DT,90 000km,11.2019,Traction,Automatique,9cv,Essence,Tunis,Haval,H6,Blanc,Marron,Similicuir,5,5,Essence,Automatique,9cv,Traction,cm³
54 666DT,160 000km,06.2020,Traction,Manuelle,4cv,Essence,Ben Arous,Volkswagen,Polo,Noir,Noir,Similicuir,5,4,Essence,Manuelle,4cv,Traction,999cm³
103 317DT,75 000km,12.2019,Traction,Manuelle,6cv,Essence,Médenine,Volkswagen,T-roc,Blanc,Gris,Tissu,5,5,Essence,Manuelle,6cv,Traction,999cm³
216 924DT,6 000km,01.2025,Traction,Automatique,8cv,Hybride essence,Tunis,Mercedes-Benz,CLA,Blanc,Noir,Cuir intégral,5,4,Hybride essence,Automatique,8cv,Traction,1599cm³
159 460DT,112 000km,01.2020,Traction,Automatique,8cv,Essence,Sousse,Mercedes-Benz,CLA,Gris argent,Noir,Cuir intégral,5,4,Essence,Automatique,8cv,Traction,1332cm³
454 797DT,0km,04.2024,Intégrale,Automatique,11cv,Hybride rechargeable essence,Ariana,Mercedes-Benz,GLC Coupé,Noir,Gris,Cuir intégral,5,4,Hybride rechargeable essence,Automatique,11cv,Intégrale,2000cm³
65 918DT,78 000km,10.2021,Traction,Manuelle,4cv,Hybride essence,Nabeul,Fiat,500,Blanc,Beige,Cuir partiel,3,5,Hybride essence,Manuelle,4cv,Traction,1198cm³
236 473DT,0km,06.2024,Intégrale,Automatique,8cv,Essence,Ariana,Volkswagen,Tiguan,Noir,Gris,Cuir partiel,5,4,Essence,Automatique,8cv,Intégrale,1500cm³
85 747DT,60 000km,11.2021,Propulsion,Manuelle,6cv,Essence,Tunis,Toyota,Corolla,Autre,Autre,Tissu,5,5,Essence,Manuelle,6cv,Propulsion,900cm³
289 885DT,80 000km,04.2018,Intégrale,Automatique,15cv,Essence,Ariana,BMW,Série 7,Noir,Marron,Cuir intégral,5,4,Essence,Automatique,15cv,Intégrale,2000cm³
161 562DT,111 000km,09.2019,Traction,Automatique,10cv,Essence,Ariana,Mercedes-Benz,Classe C,Gris anthracite,Noir,Velours,5,4,Essence,Automatique,10cv,Traction,1497cm³
103 514DT,130 000km,04.2021,Traction,Automatique,8cv,Essence,Tunis,KIA,Seltos,Gris anthracite,Noir,Tissu,5,5,Essence,Automatique,8cv,Traction,1599cm³
96 738DT,276 770km,01.2009,Traction,Automatique,23cv,Essence,Tunis,BMW,Série 7,Gris anthracite,Marron,Cuir intégral,5,4,Essence,Automatique,23cv,Traction,2979cm³
90 178DT,133 000km,05.2020,Traction,Automatique,8cv,Essence,Sousse,BMW,X1,Noir,Noir,Tissu,5,4,Essence,Automatique,8cv,Traction,1499cm³
57 671DT,232 000km,11.2011,Traction,Automatique,11cv,Essence,Ben Arous,KIA,Sportage,Gris argent,Noir,Similicuir,5,5,Essence,Automatique,11cv,Traction,1999cm³
115 004DT,53 000km,03.2008,Traction,Automatique,15cv,Diesel,Tunis,Mercedes-Benz,Classe S,Blanc,Marron,Cuir intégral,5,4,Diesel,Automatique,15cv,Traction,3500cm³
61 315DT,59 000km,07.2022,Traction,Manuelle,6cv,Diesel,Nabeul,Renault,Express Van,Blanc,Noir,Cuir partiel,2,5,Diesel,Manuelle,6cv,Traction,1500cm³
114 341DT,40 000km,07.2022,Traction,Automatique,6cv,Essence,Tunis,Volkswagen,Golf 8,Gris Shark,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1399cm³
79 326DT,96 000km,10.2018,Traction,Automatique,6cv,Essence,Ben Arous,Suzuki,Vitara,Orange,Noir,Alcantara,5,4,Essence,Automatique,6cv,Traction,1598cm³
78 210DT,87 261km,01.2020,Propulsion,Manuelle,5cv,Diesel,Sfax,Peugeot,Partner,Blanc,Gris,Tissu,3,2,Diesel,Manuelle,5cv,Propulsion,1999cm³
111 862DT,49 000km,09.2019,Traction,Manuelle,6cv,Essence,Tunis,Volkswagen,T-roc,Gris anthracite,Gris,Alcantara,5,5,Essence,Manuelle,6cv,Traction,1000cm³
98 027DT,40 000km,07.2022,Traction,Automatique,9cv,Essence,Tunis,Haval,Jolion,Rouge,Beige,Cuir partiel,5,5,Essence,Automatique,9cv,Traction,1599cm³
66 576DT,330 000km,03.2010,Traction,Automatique,10cv,Essence,Tunis,Mercedes-Benz,Classe E,Gris anthracite,Noir,Cuir partiel,5,5,Essence,Automatique,10cv,Traction,1999cm³
63 996DT,133 000km,05.2017,Traction,Manuelle,6cv,Essence,Tunis,Mazda,3,Noir,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1496cm³
125 257DT,70 000km,12.2019,Traction,Automatique,7cv,Essence,Tunis,BMW,Série 4 Gran Coupé,Noir,Beige,Similicuir,5,5,Essence,Automatique,7cv,Traction,1499cm³
73 944DT,58 000km,11.2020,Traction,Automatique,6cv,Essence,Sfax,Suzuki,Ciaz,Beige,Noir,Cuir intégral,5,4,Essence,Automatique,6cv,Traction,1462cm³
60 054DT,75 000km,01.2020,Traction,Manuelle,6cv,Essence,Ariana,Chery,Tiggo 2,Rouge,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1500cm³
97 774DT,90 000km,09.2019,Traction,Automatique,9cv,Essence,Tunis,Haval,H6,Rouge,Noir,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1499cm³
40 822DT,100 000km,08.2017,Traction,Manuelle,5cv,Essence,Ariana,Honda,Brio Amaze,Noir,Noir,Tissu,5,4,Essence,Manuelle,5cv,Traction,1198cm³
86 377DT,220 000km,01.2016,Traction,Manuelle,8cv,Diesel,Nabeul,Isuzu,D-Max Double Cabine,Blanc,Noir,Cuir partiel,5,4,Diesel,Manuelle,8cv,Traction,3000cm³
102 545DT,67 000km,07.2018,Traction,Automatique,11cv,Essence,Tunis,Honda,CR-V,Gris anthracite,Noir,Cuir partiel,5,5,Essence,Automatique,11cv,Traction,1500cm³
112 942DT,60 000km,05.2018,Traction,Automatique,10cv,Essence,Ariana,Honda,CR-V,Gris Shark,Noir,Cuir intégral,5,5,Essence,Automatique,10cv,Traction,1000cm³
49 211DT,116 000km,05.2015,Traction,Manuelle,5cv,Essence,Tunis,Seat,Ibiza,Noir,Gris,Tissu,5,5,Essence,Manuelle,5cv,Traction,1198cm³
156 817DT,87 000km,09.2019,Traction,Automatique,7cv,Diesel,Gabès,Mercedes-Benz,Classe C,Bleu,Noir,Cuir intégral,5,4,Diesel,Automatique,7cv,Traction,1597cm³
95 801DT,139 000km,10.2016,Traction,Manuelle,6cv,Diesel,Ariana,BMW,Série 2 Active Tourer,Gris anthracite,Noir,Alcantara,7,4,Diesel,Manuelle,6cv,Traction,1498cm³
45 996DT,259 000km,01.2019,Traction,Manuelle,5cv,Diesel,Tunis,Peugeot,Partner,Blanc,Noir,Similicuir,2,3,Diesel,Manuelle,5cv,Traction,1560.0cm³
117 413DT,187 000km,09.2014,Intégrale,Automatique,9cv,Diesel,Tunis,Land Rover,Range Rover Evoque,Blanc,Noir,Cuir intégral,5,4,Diesel,Automatique,9cv,Intégrale,2200cm³
84 880DT,130 000km,08.2018,Traction,Automatique,6cv,Essence,Tunis,Toyota,C-HR,Gris argent,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1200cm³
186 641DT,80 000km,09.2021,Traction,Automatique,9cv,Essence,Tunis,BMW,Série 3,Gris Shark,Noir,Alcantara,5,5,Essence,Automatique,9cv,Traction,1600cm³
95 809DT,35 000km,07.2022,Traction,Manuelle,7cv,Essence,Tunis,MG,ZS,Noir,Noir,Cuir intégral,5,5,Essence,Manuelle,7cv,Traction,1200cm³
54 513DT,130 000km,06.2016,Traction,Manuelle,6cv,Essence,Tunis,Ford,Focus,Beige,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1000cm³
142 203DT,100 000km,03.2020,Traction,Automatique,6cv,Essence,Tunis,Mercedes-Benz,Classe A Berline,Blanc,Noir,Alcantara,5,4,Essence,Automatique,6cv,Traction,1500cm³
106 800DT,51 000km,11.2020,Traction,Automatique,9cv,Essence,Monastir,Haval,H6,Blanc,Marron,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1499cm³
81 622DT,210 000km,05.2013,Propulsion,Automatique,7cv,Essence,Tunis,BMW,Série 3,Noir,Beige,Cuir intégral,5,5,Essence,Automatique,7cv,Propulsion,1600cm³
57 684DT,95 000km,07.2021,Traction,Automatique,5cv,Essence,Tunis,KIA,Picanto,Gris argent,Noir,Tissu,5,5,Essence,Automatique,5cv,Traction,1198cm³
73 256DT,80 000km,10.2018,Traction,Manuelle,7cv,Essence,Tunis,Ford,Ecosport,Gris Shark,Noir,Tissu,5,5,Essence,Manuelle,7cv,Traction,1000cm³
40 667DT,205 000km,11.2017,Traction,Manuelle,4cv,Essence,Médenine,Hyundai,Grand i10,Gris anthracite,Autre,Tissu,5,5,Essence,Manuelle,4cv,Traction,1248cm³
106 002DT,95 000km,08.2017,Traction,Automatique,7cv,Essence,Tunis,Audi,Q3,Noir,Marron,Cuir intégral,5,5,Essence,Automatique,7cv,Traction,1599cm³
136 490DT,93 000km,12.2016,Intégrale,Automatique,6cv,Diesel,Tunis,Mercedes-Benz,Classe C,Gris Shark,Gris,Tissu,5,4,Diesel,Automatique,6cv,Intégrale,1598cm³
122 285DT,48 000km,07.2017,Traction,Automatique,7cv,Essence,Sousse,BMW,Série 4 Gran Coupé,Blanc,Noir,Similicuir,5,4,Essence,Automatique,7cv,Traction,1500cm³
84 854DT,113 000km,08.2015,Traction,Automatique,6cv,Essence,Tunis,Mercedes-Benz,Classe A,Noir,Gris,Tissu,5,5,Essence,Automatique,6cv,Traction,1599cm³
86 844DT,113 000km,08.2015,Traction,Automatique,6cv,Essence,Tunis,Mercedes-Benz,Classe A,Noir,Gris,Tissu,5,5,Essence,Automatique,6cv,Traction,1599cm³
208 820DT,96 000km,10.2016,Propulsion,Automatique,24cv,Essence,Ariana,Land Rover,Range Rover Sport,Noir,Marron,Cuir intégral,5,5,Essence,Automatique,24cv,Propulsion,3000cm³
41 334DT,135 000km,10.2016,Traction,Manuelle,5cv,Essence,Tunis,Peugeot,2008,Gris anthracite,Gris,Tissu,5,4,Essence,Manuelle,5cv,Traction,1199cm³
85 336DT,85 000km,10.2020,Traction,Automatique,6cv,Essence,Tunis,Toyota,Corolla,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,6cv,Traction,1200cm³
84 067DT,15 000km,05.2023,Traction,Manuelle,7cv,Essence,Tunis,MG,GT,Gris Shark,Noir,Similicuir,5,4,Essence,Manuelle,7cv,Traction,1498cm³
61 325DT,173 000km,03.2016,Intégrale,Automatique,7cv,Diesel,Ariana,Ssangyong,Tivoli,Noir,Beige,Cuir intégral,5,5,Diesel,Automatique,7cv,Intégrale,1600cm³
43 317DT,200 000km,07.2007,Traction,Automatique,10cv,Essence,Ariana,Volvo,S60,Noir,Beige,Cuir intégral,5,5,Essence,Automatique,10cv,Traction,1000cm³
82 486DT,100 000km,01.2018,Traction,Manuelle,6cv,Essence,Ariana,Audi,A3 Sportback,Blanc,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1197cm³
78 599DT,40 000km,02.2022,Traction,Manuelle,5cv,Essence,Sousse,KIA,Rio 5p,Rouge,Noir,Tissu,5,4,Essence,Manuelle,5cv,Traction,1197cm³
98 494DT,133 041km,10.2019,Traction,Manuelle,6cv,Essence,Sousse,Volkswagen,Golf 7,Gris argent,Gris,Tissu,5,5,Essence,Manuelle,6cv,Traction,999cm³
61 805DT,310 000km,05.2013,Traction,Automatique,5cv,Essence,Sousse,Volkswagen,Golf 7,Noir,Marron,Cuir intégral,5,5,Essence,Automatique,5cv,Traction,899cm³
75 533DT,144 000km,11.2018,Traction,Automatique,7cv,Essence,Tunis,Ford,Ecosport,Bleu,Noir,Cuir partiel,5,04,Essence,Automatique,7cv,Traction,1000cm³
88 788DT,75 000km,07.2020,Traction,Automatique,6cv,Essence,Tunis,Peugeot,3008,Noir,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1400cm³
133 751DT,11 000km,09.2022,Traction,Automatique,9cv,Essence,Ben Arous,KIA,XCeed,Noir,Noir,Alcantara,5,4,Essence,Automatique,9cv,Traction,1498cm³
55 125DT,188 000km,12.2017,Traction,Manuelle,6cv,Essence,Tunis,Peugeot,308,Noir,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1300cm³
264 753DT,15 000km,02.2022,Propulsion,Automatique,9cv,Essence,Tunis,Mercedes-Benz,Classe E,Blanc,Noir,Similicuir,5,5,Essence,Automatique,9cv,Propulsion,1499cm³
133 343DT,48 000km,07.2021,Traction,Automatique,6cv,Hybride rechargeable essence,Sousse,Volkswagen,Golf 8,Blanc,Gris,Tissu,5,4,Hybride rechargeable essence,Automatique,6cv,Traction,1395cm³
180 552DT,20 000km,07.2020,Traction,Automatique,9cv,Essence,Tunis,Mercedes-Benz,CLA,Blanc,Noir,Alcantara,5,4,Essence,Automatique,9cv,Traction,1400cm³
108 715DT,83 000km,09.2021,Traction,Manuelle,7cv,Diesel,Jendouba,Peugeot,3008,Gris argent,Gris,Tissu,5,5,Diesel,Manuelle,7cv,Traction,1493cm³
68 474DT,150 000km,10.2017,Traction,Automatique,9cv,Essence,Tunis,DS,4 Crossback,Blanc,Marron,Cuir intégral,5,4,Essence,Automatique,9cv,Traction,1600cm³
89 767DT,1 300km,10.2024,Traction,Automatique,6cv,Essence,Ben Arous,Seat,Ibiza,Noir,Noir,Tissu,5,4,Essence,Automatique,6cv,Traction,999cm³
239 003DT,115 000km,08.2018,Traction,Automatique,20cv,Essence,Tunis,Jeep,Wrangler,Gris argent,Noir,Cuir intégral,5,5,Essence,Automatique,20cv,Traction,4000cm³
163 412DT,75 000km,10.2019,Traction,Automatique,8cv,Diesel,Sousse,Volkswagen,Tiguan,Gris anthracite,Noir,Cuir intégral,5,4,Diesel,Automatique,8cv,Traction,1968cm³
206 260DT,10 000km,06.2021,Traction,Automatique,8cv,Essence,Tunis,Audi,Q3 Sportback,Gris Shark,N/A,N/A,N/A,N/A,Essence,Automatique,8cv,Traction,N/A
79 309DT,102 000km,03.2022,Traction,Manuelle,5cv,Essence,Sfax,KIA,Rio 5p,Blanc,Noir,Alcantara,5,5,Essence,Manuelle,5cv,Traction,1200cm³
142 410DT,36 000km,09.2022,Traction,Automatique,8cv,Essence,Tunis,BMW,Série 2 Gran Coupé,Gris Shark,Gris,Alcantara,5,4,Essence,Automatique,8cv,Traction,1500cm³
58 194DT,279 000km,04.2010,Traction,Manuelle,6cv,Diesel,Ben Arous,Nissan,Qashqai,Noir,Noir,Tissu,5,4,Diesel,Manuelle,6cv,Traction,1468cm³
61 580DT,51 000km,04.2019,Traction,Manuelle,4cv,Essence,Ben Arous,Citroën,C3,Blanc,Noir,Tissu,5,4,Essence,Manuelle,4cv,Traction,1198cm³
96 551DT,118 000km,07.2019,Traction,Automatique,8cv,Essence,Ben Arous,KIA,Sportage,Autre,Gris,Similicuir,5,4,Essence,Automatique,8cv,Traction,1598cm³
94 141DT,70 000km,03.2021,Traction,Automatique,7cv,Essence,Tunis,Peugeot,2008,Blanc,Noir,Tissu,5,5,Essence,Automatique,7cv,Traction,1199cm³
104 747DT,160 000km,09.2015,Traction,Automatique,8cv,Essence,Tunis,Mercedes-Benz,Classe C,Noir,Autre,Similicuir,5,4,Essence,Automatique,8cv,Traction,1598cm³
93 555DT,63 000km,02.2021,Traction,Automatique,8cv,Essence,Monastir,Jeep,Renegade,Noir,Noir,Tissu,5,5,Essence,Automatique,8cv,Traction,1400cm³
52 899DT,250 000km,02.2010,Traction,Manuelle,5cv,Diesel,Nabeul,Volkswagen,Golf 6,Gris argent,Gris,Alcantara,5,5,Diesel,Manuelle,5cv,Traction,1598cm³
